ID,Score
7e7a4bed-a314-5a5c-95b1-f6d0372c880b,0.0571815
fbdf8b4d-621a-523c-b93b-7882f3c2c41e,0.992443
104d23a2-d505-5050-80c8-493799f135e4,0.0300995
071f21fc-9f5d-5226-88c3-2f46ea925459,0.0183536
433b7a61-a2c9-5ed7-826a-3b15c5b8ae58,0.983109
1f87ad31-6315-50fe-b20b-9e821789eefa,0.355207
a7326d63-b965-58c4-952a-28d887facd5b,0.0071867
9ff1e488-16a9-5a46-aa76-e54c426a8db4,0.999421
f44dfb43-dc60-5733-9c88-e6e19aba0439,0.823286
0b8e767a-1655-5a2e-936d-512dcebeadac,0.752684
aa7ecdcf-a9f4-5d9a-ba4b-97fb2addf4c2,0.989145
f719638e-a2d9-58f5-aae6-dd5f97c88ba2,0.841783
e4f797e2-5e83-59b8-84c0-8a7fc5acfe35,0.89921
527d0401-0b3d-545f-90aa-f87a05d560d5,0.997281
516aa419-e553-583a-b54a-f1500a476feb,0.0194641
35676539-8737-5046-b9ea-0ae93f40cbcf,0.990211
94359734-2335-5f8e-8bb5-823dd3fd393a,0.188072
29086e4f-06d3-584f-af42-f1c2bea3f5c4,0.966066
093aa884-3b3f-5590-b0b6-a21874538676,0.049617
01d87b0d-8faa-5f91-b31b-a33f087308a0,0.026064
b26d162c-90e5-5a5f-b52e-4b7ee149036f,0.973074
bd4fc339-8956-598e-b47f-5a02d517edfe,0.985397
660cb191-d663-52f3-ad15-a9fa74b24777,0.0340192
9245a107-ed6a-50ce-bdef-8c9e6271c729,0.995047
76131c82-73f8-595a-9149-2a2776e8c033,0.0142477
eb10f05c-ec6e-5e18-990b-b29d61e6b215,0.988181
a60c3e03-d9b4-5b75-ab25-e810c876083f,0.883147
8cc37464-5408-53a3-9b2c-a86b82ab3e32,0.998054
d2ebab3f-008f-5bd7-893c-add6fe99823f,0.0249349
006390b6-1a47-5394-b2c5-58a23116dab3,0.0229111
8ad35fb8-598e-5786-a20c-1245bcad9a7d,0.977271
91703039-25f8-5b8a-a4af-c3469496e36a,0.135714
7d6421d4-7a92-5cec-bcd4-cd35adafba22,0.991407
1bb8e0e6-6c89-5a03-8bd4-12ecbbafbf79,0.860477
12a8a1e6-0cb7-5412-9696-4e0d6e68ef9a,0.99848
7309ab68-925c-58d6-b838-c81dfc4d13bb,0.231615
b9c02d22-9191-575a-b7f1-98d4871f9381,0.0833932
0e6e52b7-45de-5a3d-ab63-148f9e5addf6,0.0417963
d3ea082d-24bf-579a-8c59-658df3871c19,0.989832
126ca1b9-62bf-5d6b-8580-daef2bd422a8,0.97038
37219c64-e20e-54ec-acc9-d7119448a91c,0.772742
73de1bd3-05a9-58d4-a340-a38a42c7bfe9,0.413177
62185aeb-b586-52d1-8f28-b39fdab459d9,0.944618
03b15c08-6817-5c39-83d0-a6df88e59499,0.998768
097aa7a1-e306-5dfc-96a7-caf58364be8f,0.999547
6f975224-2a21-5cae-95b3-4e6598601b42,0.762858
1241f38b-725b-5db9-8259-20cb5f5d4df5,0.566522
1e461014-62fe-52a0-bb88-f3d68ffdf18b,0.918705
a1f56e74-c798-5b85-bcb6-0a218c52a0b0,0.970379
3399996f-4153-59cc-9c52-74ded9352b71,0.03525
5ae816e5-4911-53bb-b989-6e2b5fda081d,0.993126
981055eb-3a6c-51d0-b47e-8230e57d1b4c,0.993771
5252f895-c8e1-5cc6-afd5-7282f37610fb,0.99784
984e72bd-390e-5e21-9afe-9158944a79eb,0.0125118
116a1fca-c3c0-582f-845b-571b7af8c907,0.988277
8eba22d3-d2db-5baa-9f6e-877843f0253c,0.870687
54584e59-d959-5dcf-a760-b23c0f3316ad,0.987357
41fccab0-3816-535a-9f6a-43fab1760616,0.996958
868e5a03-96a3-5cc1-8d55-7ef05e2a84e5,0.998341
b452aaf9-909c-5e3f-8482-6c5837f473de,0.959308
259154c4-21d6-532e-92fb-84a364bd6b25,0.998634
083b4eaa-d51e-5b77-a8cb-16f3bbfeafc2,0.0336693
9a9136c7-dd44-563e-a0c0-21f1e47b7152,0.0474289
66eef156-4153-58c9-ac5c-ea966ff2d627,0.169161
8b4750bf-a334-5df3-bbd7-2fc5e6f4bdd8,0.927303
88658e40-4bbd-5875-9449-68fd07e07427,0.999168
0d3b8293-7a44-5d65-aa4d-7c5f0c009d71,0.984542
e5d09038-54aa-574b-8df5-2117b55ed968,0.033927
3a1da5cd-70cd-5c9d-8c90-f6bc81e3cb7f,0.993792
7d1a6202-488c-5599-bef9-2255b317d594,0.97062
7d563928-fa4f-500e-b45b-67cb9906cf7a,0.138989
a46791ac-4738-5c87-bb83-5845e1556ef8,0.0301622
052b0496-5b40-5ba4-b7d9-7b5890a7f869,0.999376
e6b4afac-643d-5810-915a-a2a97a2242f5,0.0397143
d2398405-eacd-5ae3-9d7c-a147da69c6b7,0.997958
83845ba0-45ee-5138-854a-aa2a4f1b02b8,0.0130819
17109af9-80a3-57c3-86c9-80c7c75a9018,0.976596
f5e9c1a7-0548-56e9-8f58-dcf6f6896ee0,0.98846
3432019d-f984-5f0a-9722-9ea3a802a6b2,0.827586
e3bf35b0-7c96-575d-96ce-d8063fb76417,0.913945
995d0500-e45d-5f62-a1a3-83ba43f2d1b9,0.984798
fff263e9-cfba-577f-8c22-53c7d79af83f,0.995031
4585c532-e806-5f74-bf6e-1aa19971c2cd,0.987657
bae15141-5f20-5b40-955f-60b85881344d,0.57221
ee08d28a-bd63-5055-8be4-07a9f9f3b478,0.0191961
4b84caa8-a40f-5988-ace7-8a685ccc2d63,0.0339126
23253089-0f8b-5a59-b55e-5e000b800821,0.99037
96ce4976-9d5b-5c50-91a3-02ac82cae8d5,0.966097
252589a3-8ec2-557e-b6fa-9a6f98a94e7b,0.930551
d7587f11-fd3c-53cf-a02b-d24a429b447d,0.994356
d67dbf67-3f81-5924-bb7c-f7e618f22f76,0.997042
86dbd84a-73f7-593a-b4f7-05db5c70b408,0.918409
c8ec6cc7-84b9-5ecf-8b48-a9333fe48745,0.990549
55938c96-d04b-50e8-af3e-a336492d8c69,0.978396
92b83d6e-e83c-513d-a30c-43c7f80019ec,0.997799
4e9f5607-1143-58eb-ad29-4233a1d21b3e,0.730631
40ca1c81-8410-54a1-98f7-86ddbe1d8ffa,0.963129
18e5bdb4-cff1-5c13-932a-1099593ef429,0.99791
b3476baf-76d3-53c5-9687-2db359ae54b7,0.0118911
49034884-6c24-50c9-b43f-e8ae35562ba9,0.988362
41b1b701-822e-585f-9566-d105801b34d6,0.822123
916ef6b1-eeef-5b75-bd11-9f0d71511b97,0.0210887
1ea2835b-d031-55fd-bb8f-1bdace75478f,0.0212058
88177323-2344-5467-a2e1-018e2fa0833a,0.0786401
6ff05003-80e2-51d8-99dc-5161d674d549,0.974276
461f3eec-e927-5a0f-82f8-bce778fc44b7,0.99715
9706fe24-e208-50c7-aacd-1b3964659b5b,0.961423
55493bf3-16b0-5aff-a116-73090c42d2a7,0.897613
6626aa21-aa11-5310-8091-43f876a322c8,0.123316
6334f2b2-0f18-53d0-a46d-060ba59bbba0,0.985146
580bca19-ab27-5c61-9388-9beffadc47f1,0.994479
fb46ba1c-8a9d-5b63-b7a5-31c55bc6acb9,0.990284
33028263-3f5c-539e-bd9b-1fdb5d68c210,0.997405
ac079a69-68bc-5452-aa30-04a16dbb61e1,0.0176904
6652f7ab-0df5-5959-b9b4-9097e3095128,0.998237
dc6ed328-589c-517c-a677-25c80e4e12d0,0.0142139
00d1ca07-8264-5132-b304-f63079a268fd,0.992491
02fe3560-ba22-56b5-9595-69c81f2a499d,0.989372
a7c7509a-51eb-5586-813d-1df3dd0b42fb,0.996725
9403c305-5917-5be1-94ef-2114111afc48,0.93676
186d1679-80e7-5bc5-8202-5f1bb32aa7d0,0.985158
f043e0f8-1006-5904-85cd-0accf2b379f7,0.928847
328b5c23-2839-5d12-a290-be7d03fd8e17,0.545994
889a4708-0cd2-509e-824a-9c93c7cb8e63,0.0556893
b699605a-920c-5cf0-8ac5-5d4490fe3f84,0.954356
604babd0-02bd-5386-ba07-43eae80a0eb1,0.991703
991bf145-0ce3-5ec5-915f-ef7668167fc6,0.894374
d4c6920d-7fd3-588e-a96a-1ce9d0b67b02,0.996538
fc89f36e-edeb-5b52-8dbc-92a38d934784,0.976396
39ae7db3-9491-5351-8562-02526a0183cb,0.00668089
b5fcd3e4-7738-55d2-b833-1dde028a4c85,0.996387
7a6e5f2c-bebf-525a-b9b8-ed26f21dd491,0.994288
bbad3963-f8e9-54ae-96a6-43242468377a,0.0676947
48d2996b-2731-5dc5-afe3-e7b069932be4,0.528158
4d3f8900-13ab-5c0e-9e46-45c5c5875e71,0.996066
a46d0c9f-5fea-56ec-891b-bacfc711da47,0.0809831
0071c280-ca10-56a6-9f8c-7c70e5a36095,0.0594645
6a4af12e-945c-5090-a581-cd3477fcc192,0.986732
5e404e0e-d984-56eb-b3f9-bf1403551ad9,0.955101
5dea6773-c6eb-5f7e-874a-a27c1bf1d30a,0.9485
e19f99fc-6e8b-5654-be20-1ea7f6baab51,0.0358592
698b089d-2370-5592-8075-c5ba8de29dee,0.179713
c5c479a5-03e9-58fa-8ea5-edc16cc33537,0.99686
ea2cbe95-6964-57cf-a7ba-020f50ed3c3e,0.945197
091b2674-7518-5634-ab59-1ecdd2c90191,0.991819
dea40efc-9a18-5691-866b-c43749705942,0.965972
8877ae1f-8075-521c-83e5-e147af0147c1,0.990402
4b57f8eb-427a-5b3e-8763-47315434371d,0.0246494
1d49e2ab-323a-515c-a5cc-d62037430724,0.995795
e31dd358-8a4d-5541-8ed1-626380271cb3,0.756988
0eecda5f-8d30-5b53-b4d5-50600bfa4862,0.95422
d448c20e-92b1-580d-b3fe-ec4d9c6269ba,0.982364
599529b8-8308-5a21-83fb-7bda53b15857,0.996607
3c65946d-42da-5e5e-b64f-1877916630f1,0.0246633
ed16cd6d-c448-58d1-898f-097689c49747,0.0033049
f50645e5-787a-5cba-a32b-68a0b0dfe45e,0.995452
cff1406e-fef1-550b-9a6a-a67c903007fb,0.00675654
74b066da-2ea7-5691-a56e-ef35fb3408d1,0.9882
922b8169-c58f-5b24-9dad-edeb07202174,0.0258455
daa6ce97-2f76-56e4-b888-82353c74377a,0.0223981
619ce0e8-5d40-5eaa-b252-061f9131fb29,0.00957444
1a76236e-81c2-531c-a112-9cd937f904bb,0.160948
e5f1a3f6-5a14-5e06-8190-2fa07b6fee80,0.0750703
7ac2e177-369a-509e-a393-539a5fd23764,0.995882
de859132-9b58-5a21-ac12-6edfd98926b1,0.996762
2ff306cc-89b5-52a7-9257-a9835ce69f05,0.0534387
4c73e25b-12e4-58dd-91bc-a421107e448d,0.0307197
72bc627e-dab3-5bda-82de-f8c762bb7323,0.0100283
5b290386-27d1-5383-9180-f1dfc7837220,0.0683136
8eb8de0d-412b-5fbf-beb8-8ec27c69cede,0.970547
ac4eba63-af48-59ea-ae39-3821a2890d4d,0.996378
89d86d60-8892-510c-adec-8d74b9693ca4,0.993296
59bfc29d-6eb8-508b-84c5-7d000c24ab53,0.852113
84227ccc-2abb-5e66-8eed-c67bbdaf66d6,0.542417
530558d1-0832-588c-a90f-be710f802887,0.806099
627eebce-12e6-5f1a-8a43-fb111c5bc2cd,0.990565
b07975ab-9d83-585e-a9f6-3c39030b07f4,0.992931
d6e89081-a862-5275-a8a7-fefd8d27f775,0.974427
e746e053-965d-5b84-9fa1-04e222710456,0.962332
90051332-528c-5444-90cc-798dc44331c2,0.893759
e9e8bf6a-e8de-5c08-b474-55a8643efd00,0.0152901
f5ae2413-3477-5253-b710-4d588cfc808d,0.0344176
6743381b-90ac-567e-8151-cce6efac1fa6,0.436503
b7d32774-61c4-561b-a678-d0f197770ec6,0.702346
374eaba4-2561-5f28-a3f4-4b0f8670ae44,0.996614
f0c54bea-41cc-55fe-bf7f-67ff44733880,0.979194
2b66b663-1cef-5015-bcaa-b9438e3055e6,0.988178
95d0c7fe-df98-5d12-bc9f-5d9fcba830bb,0.992584
074cac32-05ec-5444-b039-b5146b46a6dd,0.0159659
6dcebf24-bd3e-5136-a6fb-4d93080f2e48,0.98898
8f862d6c-334c-55c1-91c2-65a89ff61f57,0.301432
0ec22049-410a-5724-a943-41fc7eb42f12,0.994856
0ca15533-c5b4-56fb-ace9-7573ba97ed3c,0.0413112
9ca579fb-ec31-5fda-9ff9-1dc7b0e05141,0.101379
ef08b05b-c97a-5ced-95d3-417162c8ccb6,0.726067
efcd1139-d1e6-524c-bb7f-f36c8acda889,0.00711718
39c09ffa-882f-5b2f-af2d-2bd3a9309ecd,0.939406
beaeb9fb-1e79-5c4e-abb3-b0493206163c,0.00449585
852d3058-12c3-505d-a9be-c96f98488d4a,0.995
d0c13a6f-bb25-513f-bab7-91c5f1b10627,0.734683
625f926a-4bb8-587e-af38-98250c375693,0.963742
8b56b72b-a0c4-5de5-954e-81c508d51c4c,0.979339
d96ca050-d030-57f3-869c-bb347cee8fca,0.98791
5cae1cc4-03b7-5032-a672-6c6b6543e1f8,0.0183116
c3ab0e67-a6d6-5e78-b737-e51538df508b,0.988241
4a136cac-1b1f-5e38-bf6a-26335f1d2e07,0.981717
f442bdb5-b8be-5535-9f81-077818f14d62,0.0319872
1054c73d-2f0b-59db-b9d2-26c2769e7836,0.962241
547ae620-c205-51ca-bd47-9d6daae0c97e,0.0745279
ca3753bb-6d18-5a28-8508-cb53377c431b,0.989566
f03cb9e9-c79c-5b63-96a0-8e3853f0bd49,0.184179
57c1989b-1514-5d99-a8eb-caa0242686ad,0.00860833
fe8cd6c4-8eae-5b0d-92f6-f9da4d163838,0.981175
4f136fa5-e704-583e-a222-b7bb1147cf44,0.988972
6230ef72-2505-5ad4-a45c-b4a575bf284c,0.99902
124a0d61-cf55-588c-b727-fe5ddcc7014b,0.00742175
60e59408-267e-5161-949d-ee190e822ef4,0.97527
44d0e2f6-65e3-54d1-912d-4f914f137e64,0.90085
bbff2443-cc08-52e4-8090-c98bb6b7d57e,0.997554
5e0b9207-3373-5a13-ac4e-b1c429470b45,0.967569
9d7c45c5-855b-548e-9048-c0d9d40b866c,0.970483
bb6878cd-dd61-5cd3-a154-85a5386808bd,0.680983
f9ff3e00-0945-59cc-98ab-c10f697c1760,0.256802
5deabb00-5b85-5c70-8a56-5d2b3efae70a,0.960149
800e406d-bd3f-502d-8f28-3cf6ce925b1a,0.987432
1bf32166-68ed-5c02-9f32-18cc221a31ad,0.0341384
5ff9847e-4792-57cb-bb6f-4cfc5fbd3595,0.993011
e1e237d1-2642-5ae8-a801-ea57512f4924,0.985143
640a7a8e-5e45-5168-a7ca-421835186771,0.981589
69c7fb35-a5d3-59ce-97a4-24db50f1ba76,0.18111
fabc9807-ff60-5ece-8903-187fdd09b942,0.327928
92444a35-681a-5478-8ff7-232ae87ebeae,0.623805
4a5878bb-68c3-504b-a024-f8745cf34779,0.166413
8a25d095-9f1e-5361-991a-99e13623d514,0.00781249
e9c994ce-3f93-52a8-8b54-de5db92ca519,0.0554502
585fcb85-3e7d-5b14-8234-89c63796c743,0.0241182
2956785f-c3cd-5dee-a96b-52b968554814,0.995255
0fd41770-8863-5e76-a147-ebb53e9a7c4b,0.867053
94de753c-e23c-5ae0-a584-9e6be855360d,0.5524
b367b0b6-fbcb-513c-bbcd-0b9db6d540ee,0.989897
4af9b9b3-4cbc-5955-bd67-286225d96be6,0.99609
78697d9c-cb55-5149-bf2c-d2a007920416,0.998661
528ee21c-e74c-50c0-b116-d32dbcfd48d2,0.949847
e33f5079-8fd1-59a0-9a70-90ae9fb739c1,0.987195
16d02aca-63be-5a9c-93f3-c8374a22461e,0.981057
ee88c74e-0ad3-5e6e-8184-0df953891441,0.994561
0f166442-de6a-5116-bf4f-a5b193fbee3d,0.994291
f75358f2-9128-5116-9f42-2762541d7492,0.995049
ec96e6f5-3354-533e-8fed-431026569e30,0.882048
49b345f2-03de-57ad-a034-ac0f80a2c863,0.00914252
55d27486-a651-56e7-b89b-e72be6b067a9,0.996947
c966f962-9e9a-524e-bfd8-33eade3af747,0.994896
b4e742cd-596d-5212-ade9-7f1f6a326c51,0.934038
3a211ff5-794b-5f33-a586-7a410c038d71,0.98274
c4794f31-51b1-55d7-8c48-b12810efe607,0.951436
1c82b6a7-5cc1-539c-af40-050a64ac6394,0.975581
b734a6c1-4cc1-53d6-baa6-5cdabf93cd2e,0.00668091
195565fc-1ecb-5214-b650-81977c9d735b,0.990836
fc525cfb-a9e1-521d-912f-cc02d9138c25,0.985102
1280270d-706c-5436-9ff9-9918228d60e8,0.974511
f1f03780-f923-5bc9-a903-7e9b2bac9f86,0.0313556
380e3c1a-6b40-5d19-9b85-bd46a24975e0,0.0351343
9ee20857-444c-577d-84ac-eba02388f1de,0.989121
8e355c00-ae8f-5f0c-9e5d-2198330e37cd,0.0339375
f27e4790-418e-5af3-a3dc-c2087a793737,0.976477
413c0077-b7d7-58ab-a881-83136af1bad0,0.413924
9f91e768-65e7-54fb-9400-acb9f11bbb6a,0.0231152
c65cef79-ec1f-5a06-baf2-09b65708463d,0.107436
4bfdcba5-2a5f-5740-831d-613baaef8d6d,0.986877
ea441f7b-5ae2-5ca6-a26d-9cf7a549876d,0.0147495
9796a1c2-c75b-5215-b908-bc31a0b0316c,0.70037
3a070ff6-c541-5e7f-aad4-f2a65b23862f,0.997516
0da6c1f4-c52f-5ec2-9324-a480656c3773,0.999319
4d131d01-5b64-5962-bd78-0035f1b6914c,0.0360096
57766a4f-57ab-5f07-b437-0ebcee1658e7,0.960443
985bcdac-cede-5b48-98b1-6dfcef2628bc,0.978606
3f1b427f-5918-5ba2-9df8-b85b75c107cf,0.992827
1b9f72a1-421a-57b4-a713-25171325ec0d,0.997973
c23b4649-44ec-5fb2-bfed-501a101e500b,0.993986
e6fd70e2-9cb7-59d4-b2ff-ee22ad107c88,0.996947
f5edda21-03ab-5a6e-9224-3e363117c434,0.992599
c3ceba9e-f4e4-5a52-883a-2bffafc96f87,0.979442
ef00dcf6-6f3d-5324-8910-dad294c82939,0.0227841
8c925638-909c-57bb-8450-5a72cee04855,0.98515
108c313b-de4b-5190-a0c5-a8a5d8b6530b,0.984262
523a578a-9b32-56a5-b319-1f06a8ae5f0d,0.00968212
d4cb8cbf-a926-5347-bf27-0f3d659846d3,0.57274
27fa791e-858c-559c-9591-b0418ddb60b0,0.949763
5752bbc0-bcdc-5966-aa1f-5643b442583b,0.029804
64b9b348-73df-5c41-8b8b-dcb7e3a048b6,0.983643
8a6bdaa3-19c9-5666-8b68-6f52e746c96e,0.991386
01d1dd8f-aa6d-5fb3-bb45-9eada1eb87b3,0.991201
e72ecaf6-cba3-530e-842e-e3a35944179b,0.185053
de7a1674-4f51-5a6b-bebd-d1ab1a4e4e7e,0.990851
fdd1ccca-6709-50e1-93eb-8092e29ce7a7,0.987198
540b53c4-e783-5bf7-8872-bd01c5e5c011,0.989489
4543392d-258e-5814-ac4c-2af84464d39f,0.975678
35f580ae-6d50-578d-9d5f-8f9b819ea638,0.990297
19f97994-0439-5a4c-af89-e1d573c0c86a,0.0150269
66818c02-3859-5e02-9d04-887024e8029a,0.0638172
7f3ee79d-8f95-55e6-b2f3-301f13275216,0.97178
491ede7d-a7f1-5aba-9880-523b6c41e714,0.0599614
44e79a45-555a-56fa-8d5b-2fe2d9929b86,0.992992
96fc53f4-86a7-554d-85e0-90537b398db7,0.980133
a0a21cd3-8817-5c3c-bfa6-ab561271d68d,0.00736509
49d1121b-2d54-5fea-ac59-f95c6dcd1120,0.164414
5bca81a0-df90-5761-bfb2-69bd34dd767c,0.0309138
366ee823-c385-5600-ae2b-9b85cf1ebc1c,0.00198734
67d620b4-a912-5bb5-8b2e-61182a813d9f,0.165829
bd454a1a-c6ea-54ca-a851-bc0abe39e430,0.962191
671f1da8-bb65-5a5d-b771-61dea31760b9,0.984728
ca99e3cf-f6bb-5292-864a-e5fbe57780a9,0.981043
1ec251be-9c58-53e3-a668-c3b6fd75495f,0.984843
9ba8f449-908b-52e1-b9f4-2d479f8682d6,0.969507
b394574c-1273-59d2-b4db-d3f916830321,0.099878
f4cc8e21-de0f-50ca-99e4-b01992690af4,0.426365
54cb1e89-cfe5-56ae-bc37-e245e6ec5c65,0.015744
cc6bbd95-c887-54cf-afd1-825c1e6eebce,0.996556
2821934d-21ea-5b04-ac72-26791e18cf05,0.998079
bde59a1e-258f-5b46-9fa3-81f168d0f353,0.938464
93561976-3c83-5d20-8f6d-5e605515e4fb,0.0120271
be4d1b3c-bb27-5f6d-aa73-d808a14b2130,0.971146
ceab7848-2b72-51b0-84eb-4eabb9f66edb,0.998513
21a223da-3e64-57d6-adc9-887692a9fa5c,0.985527
a928f637-0239-5361-9cdc-dcc83a725bbf,0.992388
887bdf98-b99d-5956-ae4a-96e1eb1dba7a,0.996446
1cce32b0-4d6b-508c-ac98-de9a1fd4e264,0.0159784
a9947e9b-73c9-5e55-b834-ea012747bdcc,0.995909
c1ff400a-d8c9-50bd-acec-14a37c4b684c,0.990543
1bf925db-18c7-54b1-b197-135643a4c87a,0.0214108
e6b00de9-b399-5e92-b728-e79c78128b6a,0.02714
cf533037-598e-5b9e-9d78-45d34ebd4596,0.990003
6545f7aa-693a-5959-ba85-41a7b5cc224b,0.973663
986efcd6-fdf6-5507-bbea-ce4e00c31f34,0.99423
56d02ca4-77d8-5449-b786-64f01cbf9567,0.999657
4d638a58-d4e9-5ba5-9e2a-74a5256efb47,0.996681
5724f3f8-9b86-5e3c-a891-927cbba2f54a,0.767454
fef45875-8d34-556c-be16-85a594b69c38,0.382412
723b9988-e6ac-5a5e-b1f3-2b141bbb88eb,0.976549
53a356a3-5872-5723-9844-b01f2bd065ab,0.702412
b2d50429-3509-54c7-9868-8f5c97f05d35,0.99093
ac964755-3aa8-595a-8e00-2ec5fb218ce5,0.991132
256c9fd7-3032-5910-a7e0-5a86bc355202,0.905181
a3abbfef-2494-5a0a-a4f0-3371d6947954,0.986368
32c3d449-b06b-5fc4-a8df-00d0e1f86e4b,0.979329
85a807f5-7e1b-5cd5-9ccc-adc09afebcd7,0.98469
dc6c1d35-7afc-55e0-bc20-9d4c0544f35f,0.0348127
b8a92fb4-5e12-595d-ac0e-ddd12adc7d4e,0.067524
0d4ef04c-f776-52ac-8301-9119483ea0a9,0.998887
ea7dd942-108a-51a0-bf58-07a2ac5e6444,0.993085
217a07eb-f914-5d40-9cf1-6230ffeaed45,0.938636
70b158e9-8f85-5510-b6fa-6ec50bb1482c,0.060788
25701396-62a2-5b77-b164-2a15b42c450c,0.98821
d0c53b97-4fe3-5303-b65c-c6104fb7bf86,0.505571
e8d13d0a-fce4-5761-a259-40fc497a0b89,0.998444
3d0fa483-035a-5397-a1be-e82bb02bc87b,0.978106
96114291-2130-5181-a56b-de0c01c49a8c,0.0471786
76e46b0e-c69c-5bf6-968b-a601750f4c7d,0.952155
3fc48188-57de-5eb4-80e3-2469da617251,0.0340776
481501e9-e085-5a6a-b3dc-716a3b97407b,0.777259
a1aa7d45-f85f-56d9-8580-0712fea02b1f,0.0951632
685d49f0-9055-586b-8453-e8bbd213d804,0.996177
4fa703c6-42a4-5ad0-a679-28fd3472d4ca,0.115117
b70ca745-7e8d-5cc1-a5d5-49e4f302fa2e,0.0124445
46eb6010-36aa-5269-b16c-3ccf3a1aba0a,0.958663
414d0e88-56b6-5cc3-a8a1-02c7ff80902a,0.998958
e3140efe-f670-5e79-b6a3-af493b24df1d,0.996552
67d26449-7970-5824-af0b-25e5fe236799,0.025853
05422515-89e5-56aa-adad-16958d91a586,0.995629
75dfe53b-740f-5a08-bdc6-844f952388d1,0.00995669
df05cc8e-ea5e-5857-8d3e-69b5f72fabd6,0.99195
c8216ce8-9316-5e9a-a0c6-8d5a3a399514,0.831289
88262658-a83c-592c-ae15-352857e0b9a4,0.831803
37a574fa-e820-572c-ae14-93727865b968,0.985695
c8f28b19-bf07-5412-a9f4-b59afa7f1066,0.990635
cf0f9c4c-fc5d-5d21-9a31-8663e2b2c383,0.0138449
c128213f-3e71-5ecb-8c1f-3b6e6c6fe3c4,0.964335
a5121993-16a3-55f6-b2e6-84602f344df3,0.98964
994780da-9528-5836-8658-77531e1f84da,0.907676
28b443e7-06e5-531c-9fb9-4be70d7eb98f,0.28161
f9af1005-917f-5762-9036-88ca961a9e52,0.990923
e22c441e-073c-5ac6-9935-88c2c158a0a9,0.384183
98689eff-fde9-577f-bf64-10ff1a523427,0.963311
2fae5718-7a61-51ce-8c55-377012c6b7a2,0.219207
521d914b-9175-557c-a6b6-294c2f534b61,0.643207
